 >TARPBXN : slab+disk; XS2,XS3,YS,ZS= 15.0000  0.0000 24.0000 24.0000
      9312 = NAT 
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
   0.50000   0.50000   0.50000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
    791 -15  -8  10 2 2 2
    792 -15  -8  11 2 2 2
    793 -15  -7 -12 2 2 2
    794 -15  -7 -11 2 2 2
    795 -15  -7 -10 2 2 2
    796 -15  -7  -9 2 2 2
    797 -15  -7  -8 2 2 2
    798 -15  -7  -7 2 2 2
    799 -15  -7  -6 2 2 2
    800 -15  -7  -5 2 2 2
    801 -15  -7  -4 2 2 2
    802 -15  -7  -3 2 2 2
    803 -15  -7  -2 2 2 2
    804 -15  -7  -1 2 2 2
    805 -15  -7   0 2 2 2
    806 -15  -7   1 2 2 2
    807 -15  -7   2 2 2 2
    808 -15  -7   3 2 2 2
    809 -15  -7   4 2 2 2
    810 -15  -7   5 2 2 2
    811 -15  -7   6 2 2 2
    812 -15  -7   7 2 2 2
    813 -15  -7   8 2 2 2
    814 -15  -7   9 2 2 2
    815 -15  -7  10 2 2 2
    816 -15  -7  11 2 2 2
    817 -15  -6 -12 2 2 2
    818 -15  -6 -11 2 2 2
    819 -15  -6 -10 2 2 2
    820 -15  -6  -9 2 2 2
    821 -15  -6  -8 2 2 2
    822 -15  -6  -7 2 2 2
    823 -15  -6  -6 2 2 2
    824 -15  -6  -5 2 2 2
    825 -15  -6  -4 2 2 2
    826 -15  -6  -3 2 2 2
    827 -15  -6  -2 2 2 2
    828 -15  -6  -1 2 2 2
    829 -15  -6   0 2 2 2
    830 -15  -6   1 2 2 2
    831 -15  -6   2 2 2 2
    832 -15  -6   3 2 2 2
    833 -15  -6   4 2 2 2
    834 -15  -6   5 2 2 2
    835 -15  -6   6 2 2 2
    836 -15  -6   7 2 2 2
    837 -15  -6   8 2 2 2
    838 -15  -6   9 2 2 2
    839 -15  -6  10 2 2 2
    840 -15  -6  11 2 2 2
    841 -15  -5 -12 2 2 2
    842 -15  -5 -11 2 2 2
    843 -15  -5 -10 2 2 2
    844 -15  -5  -9 2 2 2
    845 -15  -5  -8 2 2 2
    846 -15  -5  -7 2 2 2
    847 -15  -5  -6 2 2 2
    848 -15  -5  -5 2 2 2
    849 -15  -5  -4 2 2 2
    850 -15  -5  -3 2 2 2
    851 -15  -5  -2 2 2 2
    852 -15  -5  -1 2 2 2
    853 -15  -5   0 2 2 2
    854 -15  -5   1 2 2 2
    855 -15  -5   2 2 2 2
    856 -15  -5   3 2 2 2
    857 -15  -5   4 2 2 2
    858 -15  -5   5 2 2 2
    859 -15  -5   6 2 2 2
    860 -15  -5   7 2 2 2
    861 -15  -5   8 2 2 2
    862 -15  -5   9 2 2 2
    863 -15  -5  10 2 2 2
    864 -15  -5  11 2 2 2
    865 -15  -4 -12 2 2 2
    866 -15  -4 -11 2 2 2
    867 -15  -4 -10 2 2 2
    868 -15  -4  -9 2 2 2
    869 -15  -4  -8 2 2 2
    870 -15  -4  -7 2 2 2
    871 -15  -4  -6 2 2 2
    872 -15  -4  -5 2 2 2
    873 -15  -4  -4 2 2 2
    874 -15  -4  -3 2 2 2
    875 -15  -4  -2 2 2 2
    876 -15  -4  -1 2 2 2
    877 -15  -4   0 2 2 2
    878 -15  -4   1 2 2 2
    879 -15  -4   2 2 2 2
    880 -15  -4   3 2 2 2
    881 -15  -4   4 2 2 2
    882 -15  -4   5 2 2 2
    883 -15  -4   6 2 2 2
    884 -15  -4   7 2 2 2
    885 -15  -4   8 2 2 2
    886 -15  -4   9 2 2 2
    887 -15  -4  10 2 2 2
    888 -15  -4  11 2 2 2
    889 -15  -3 -12 2 2 2
    890 -15  -3 -11 2 2 2
    891 -15  -3 -10 2 2 2
    892 -15  -3  -9 2 2 2
    893 -15  -3  -8 2 2 2
    894 -15  -3  -7 2 2 2
    895 -15  -3  -6 2 2 2
    896 -15  -3  -5 2 2 2
    897 -15  -3  -4 2 2 2
    898 -15  -3  -3 2 2 2
    899 -15  -3  -2 2 2 2
    900 -15  -3  -1 2 2 2
    901 -15  -3   0 2 2 2
    902 -15  -3   1 2 2 2
    903 -15  -3   2 2 2 2
    904 -15  -3   3 2 2 2
    905 -15  -3   4 2 2 2
    906 -15  -3   5 2 2 2
    907 -15  -3   6 2 2 2
    908 -15  -3   7 2 2 2
    909 -15  -3   8 2 2 2
    910 -15  -3   9 2 2 2
    911 -15  -3  10 2 2 2
    912 -15  -3  11 2 2 2
    913 -15  -2 -12 2 2 2
    914 -15  -2 -11 2 2 2
    915 -15  -2 -10 2 2 2
    916 -15  -2  -9 2 2 2
    917 -15  -2  -8 2 2 2
    918 -15  -2  -7 2 2 2
    919 -15  -2  -6 2 2 2
    920 -15  -2  -5 2 2 2
    921 -15  -2  -4 2 2 2
    922 -15  -2  -3 2 2 2
    923 -15  -2  -2 2 2 2
    924 -15  -2  -1 2 2 2
    925 -15  -2   0 2 2 2
    926 -15  -2   1 2 2 2
    927 -15  -2   2 2 2 2
    928 -15  -2   3 2 2 2
    929 -15  -2   4 2 2 2
    930 -15  -2   5 2 2 2
    931 -15  -2   6 2 2 2
    932 -15  -2   7 2 2 2
    933 -15  -2   8 2 2 2
    934 -15  -2   9 2 2 2
    935 -15  -2  10 2 2 2
    936 -15  -2  11 2 2 2
    937 -15  -1 -12 2 2 2
    938 -15  -1 -11 2 2 2
    939 -15  -1 -10 2 2 2
    940 -15  -1  -9 2 2 2
    941 -15  -1  -8 2 2 2
    942 -15  -1  -7 2 2 2
    943 -15  -1  -6 2 2 2
    944 -15  -1  -5 2 2 2
    945 -15  -1  -4 2 2 2
    946 -15  -1  -3 2 2 2
    947 -15  -1  -2 2 2 2
    948 -15  -1  -1 2 2 2
    949 -15  -1   0 2 2 2
    950 -15  -1   1 2 2 2
    951 -15  -1   2 2 2 2
    952 -15  -1   3 2 2 2
    953 -15  -1   4 2 2 2
    954 -15  -1   5 2 2 2
    955 -15  -1   6 2 2 2
    956 -15  -1   7 2 2 2
    957 -15  -1   8 2 2 2
    958 -15  -1   9 2 2 2
    959 -15  -1  10 2 2 2
    960 -15  -1  11 2 2 2
    961 -15   0 -12 2 2 2
    962 -15   0 -11 2 2 2
    963 -15   0 -10 2 2 2
    964 -15   0  -9 2 2 2
    965 -15   0  -8 2 2 2
    966 -15   0  -7 2 2 2
    967 -15   0  -6 2 2 2
    968 -15   0  -5 2 2 2
    969 -15   0  -4 2 2 2
    970 -15   0  -3 2 2 2
    971 -15   0  -2 2 2 2
    972 -15   0  -1 2 2 2
    973 -15   0   0 2 2 2
    974 -15   0   1 2 2 2
    975 -15   0   2 2 2 2
    976 -15   0   3 2 2 2
    977 -15   0   4 2 2 2
    978 -15   0   5 2 2 2
    979 -15   0   6 2 2 2
    980 -15   0   7 2 2 2
    981 -15   0   8 2 2 2
    982 -15   0   9 2 2 2
    983 -15   0  10 2 2 2
    984 -15   0  11 2 2 2
    985 -15   1 -12 2 2 2
    986 -15   1 -11 2 2 2
    987 -15   1 -10 2 2 2
    988 -15   1  -9 2 2 2
    989 -15   1  -8 2 2 2
    990 -15   1  -7 2 2 2
    991 -15   1  -6 2 2 2
    992 -15   1  -5 2 2 2
    993 -15   1  -4 2 2 2
    994 -15   1  -3 2 2 2
    995 -15   1  -2 2 2 2
    996 -15   1  -1 2 2 2
    997 -15   1   0 2 2 2
    998 -15   1   1 2 2 2
    999 -15   1   2 2 2 2
   1000 -15   1   3 2 2 2
   1001 -15   1   4 2 2 2
   1002 -15   1   5 2 2 2
   1003 -15   1   6 2 2 2
   1004 -15   1   7 2 2 2
   1005 -15   1   8 2 2 2
   1006 -15   1   9 2 2 2
   1007 -15   1  10 2 2 2
   1008 -15   1  11 2 2 2
   1009 -15   2 -12 2 2 2
   1010 -15   2 -11 2 2 2
   1011 -15   2 -10 2 2 2
   1012 -15   2  -9 2 2 2
   1013 -15   2  -8 2 2 2
   1014 -15   2  -7 2 2 2
   1015 -15   2  -6 2 2 2
   1016 -15   2  -5 2 2 2
   1017 -15   2  -4 2 2 2
   1018 -15   2  -3 2 2 2
   1019 -15   2  -2 2 2 2
   1020 -15   2  -1 2 2 2
   1021 -15   2   0 2 2 2
   1022 -15   2   1 2 2 2
   1023 -15   2   2 2 2 2
   1024 -15   2   3 2 2 2
   1025 -15   2   4 2 2 2
   1026 -15   2   5 2 2 2
   1027 -15   2   6 2 2 2
   1028 -15   2   7 2 2 2
   1029 -15   2   8 2 2 2
   1030 -15   2   9 2 2 2
   1031 -15   2  10 2 2 2
   1032 -15   2  11 2 2 2
   1033 -15   3 -12 2 2 2
   1034 -15   3 -11 2 2 2
   1035 -15   3 -10 2 2 2
   1036 -15   3  -9 2 2 2
   1037 -15   3  -8 2 2 2
   1038 -15   3  -7 2 2 2
   1039 -15   3  -6 2 2 2
   1040 -15   3  -5 2 2 2
   1041 -15   3  -4 2 2 2
   1042 -15   3  -3 2 2 2
   1043 -15   3  -2 2 2 2
   1044 -15   3  -1 2 2 2
   1045 -15   3   0 2 2 2
   1046 -15   3   1 2 2 2
   1047 -15   3   2 2 2 2
   1048 -15   3   3 2 2 2
   1049 -15   3   4 2 2 2
   1050 -15   3   5 2 2 2
   1051 -15   3   6 2 2 2
   1052 -15   3   7 2 2 2
   1053 -15   3   8 2 2 2
   1054 -15   3   9 2 2 2
   1055 -15   3  10 2 2 2
   1056 -15   3  11 2 2 2
   1057 -15   4 -12 2 2 2
   1058 -15   4 -11 2 2 2
   1059 -15   4 -10 2 2 2
   1060 -15   4  -9 2 2 2
   1061 -15   4  -8 2 2 2
   1062 -15   4  -7 2 2 2
   1063 -15   4  -6 2 2 2
   1064 -15   4  -5 2 2 2
   1065 -15   4  -4 2 2 2
   1066 -15   4  -3 2 2 2
   1067 -15   4  -2 2 2 2
   1068 -15   4  -1 2 2 2
   1069 -15   4   0 2 2 2
   1070 -15   4   1 2 2 2
   1071 -15   4   2 2 2 2
   1072 -15   4   3 2 2 2
   1073 -15   4   4 2 2 2
   1074 -15   4   5 2 2 2
   1075 -15   4   6 2 2 2
   1076 -15   4   7 2 2 2
   1077 -15   4   8 2 2 2
   1078 -15   4   9 2 2 2
   1079 -15   4  10 2 2 2
   1080 -15   4  11 2 2 2
   1081 -15   5 -12 2 2 2
   1082 -15   5 -11 2 2 2
   1083 -15   5 -10 2 2 2
   1084 -15   5  -9 2 2 2
   1085 -15   5  -8 2 2 2
   1086 -15   5  -7 2 2 2
   1087 -15   5  -6 2 2 2
   1088 -15   5  -5 2 2 2
   1089 -15   5  -4 2 2 2
   1090 -15   5  -3 2 2 2
   1091 -15   5  -2 2 2 2
   1092 -15   5  -1 2 2 2
   1093 -15   5   0 2 2 2
   1094 -15   5   1 2 2 2
   1095 -15   5   2 2 2 2
   1096 -15   5   3 2 2 2
   1097 -15   5   4 2 2 2
   1098 -15   5   5 2 2 2
   1099 -15   5   6 2 2 2
   1100 -15   5   7 2 2 2
   1101 -15   5   8 2 2 2
   1102 -15   5   9 2 2 2
   1103 -15   5  10 2 2 2
   1104 -15   5  11 2 2 2
   1105 -15   6 -12 2 2 2
   1106 -15   6 -11 2 2 2
   1107 -15   6 -10 2 2 2
   1108 -15   6  -9 2 2 2
   1109 -15   6  -8 2 2 2
   1110 -15   6  -7 2 2 2
   1111 -15   6  -6 2 2 2
   1112 -15   6  -5 2 2 2
   1113 -15   6  -4 2 2 2
   1114 -15   6  -3 2 2 2
   1115 -15   6  -2 2 2 2
   1116 -15   6  -1 2 2 2
   1117 -15   6   0 2 2 2
   1118 -15   6   1 2 2 2
   1119 -15   6   2 2 2 2
   1120 -15   6   3 2 2 2
   1121 -15   6   4 2 2 2
   1122 -15   6   5 2 2 2
   1123 -15   6   6 2 2 2
   1124 -15   6   7 2 2 2
   1125 -15   6   8 2 2 2
   1126 -15   6   9 2 2 2
   1127 -15   6  10 2 2 2
   1128 -15   6  11 2 2 2
   1129 -15   7 -12 2 2 2
   1130 -15   7 -11 2 2 2
   1131 -15   7 -10 2 2 2
   1132 -15   7  -9 2 2 2
   1133 -15   7  -8 2 2 2
   1134 -15   7  -7 2 2 2
   1135 -15   7  -6 2 2 2
   1136 -15   7  -5 2 2 2
   1137 -15   7  -4 2 2 2
   1138 -15   7  -3 2 2 2
   1139 -15   7  -2 2 2 2
   1140 -15   7  -1 2 2 2
   1141 -15   7   0 2 2 2
   1142 -15   7   1 2 2 2
   1143 -15   7   2 2 2 2
   1144 -15   7   3 2 2 2
   1145 -15   7   4 2 2 2
   1146 -15   7   5 2 2 2
   1147 -15   7   6 2 2 2
   1148 -15   7   7 2 2 2
   1149 -15   7   8 2 2 2
   1150 -15   7   9 2 2 2
   1151 -15   7  10 2 2 2
   1152 -15   7  11 2 2 2
   1153 -15   8 -12 2 2 2
   1154 -15   8 -11 2 2 2
   1155 -15   8 -10 2 2 2
   1156 -15   8  -9 2 2 2
   1157 -15   8  -8 2 2 2
   1158 -15   8  -7 2 2 2
   1159 -15   8  -6 2 2 2
   1160 -15   8  -5 2 2 2
   1161 -15   8  -4 2 2 2
   1162 -15   8  -3 2 2 2
   1163 -15   8  -2 2 2 2
   1164 -15   8  -1 2 2 2
   1165 -15   8   0 2 2 2
   1166 -15   8   1 2 2 2
   1167 -15   8   2 2 2 2
   1168 -15   8   3 2 2 2
   1169 -15   8   4 2 2 2
   1170 -15   8   5 2 2 2
   1171 -15   8   6 2 2 2
   1172 -15   8   7 2 2 2
   1173 -15   8   8 2 2 2
   1174 -15   8   9 2 2 2
   1175 -15   8  10 2 2 2
   1176 -15   8  11 2 2 2
   1177 -15   9 -12 2 2 2
   1178 -15   9 -11 2 2 2
   1179 -15   9 -10 2 2 2
   1180 -15   9  -9 2 2 2
   1181 -15   9  -8 2 2 2
   1182 -15   9  -7 2 2 2
   1183 -15   9  -6 2 2 2
   1184 -15   9  -5 2 2 2
   1185 -15   9  -4 2 2 2
   1186 -15   9  -3 2 2 2
   1187 -15   9  -2 2 2 2
   1188 -15   9  -1 2 2 2
   1189 -15   9   0 2 2 2
   1190 -15   9   1 2 2 2
   1191 -15   9   2 2 2 2
   1192 -15   9   3 2 2 2
   1193 -15   9   4 2 2 2
   1194 -15   9   5 2 2 2
   1195 -15   9   6 2 2 2
   1196 -15   9   7 2 2 2
   1197 -15   9   8 2 2 2
   1198 -15   9   9 2 2 2
   1199 -15   9  10 2 2 2
   1200 -15   9  11 2 2 2
   1201 -15  10 -12 2 2 2
   1202 -15  10 -11 2 2 2
   1203 -15  10 -10 2 2 2
   1204 -15  10  -9 2 2 2
   1205 -15  10  -8 2 2 2
   1206 -15  10  -7 2 2 2
   1207 -15  10  -6 2 2 2
   1208 -15  10  -5 2 2 2
   1209 -15  10  -4 2 2 2
   1210 -15  10  -3 2 2 2
   1211 -15  10  -2 2 2 2
   1212 -15  10  -1 2 2 2
   1213 -15  10   0 2 2 2
   1214 -15  10   1 2 2 2
   1215 -15  10   2 2 2 2
   1216 -15  10   3 2 2 2
   1217 -15  10   4 2 2 2
   1218 -15  10   5 2 2 2
   1219 -15  10   6 2 2 2
   1220 -15  10   7 2 2 2
   1221 -15  10   8 2 2 2
   1222 -15  10   9 2 2 2
   1223 -15  10  10 2 2 2
   1224 -15  10  11 2 2 2
   1225 -15  11 -12 2 2 2
   1226 -15  11 -11 2 2 2
   1227 -15  11 -10 2 2 2
   1228 -15  11  -9 2 2 2
   1229 -15  11  -8 2 2 2
   1230 -15  11  -7 2 2 2
   1231 -15  11  -6 2 2 2
   1232 -15  11  -5 2 2 2
   1233 -15  11  -4 2 2 2
   1234 -15  11  -3 2 2 2
   1235 -15  11  -2 2 2 2
   1236 -15  11  -1 2 2 2
   1237 -15  11   0 2 2 2
   1238 -15  11   1 2 2 2
   1239 -15  11   2 2 2 2
   1240 -15  11   3 2 2 2
   1241 -15  11   4 2 2 2
   1242 -15  11   5 2 2 2
   1243 -15  11   6 2 2 2
   1244 -15  11   7 2 2 2
   1245 -15  11   8 2 2 2
   1246 -15  11   9 2 2 2
   1247 -15  11  10 2 2 2
   1248 -15  11  11 2 2 2
   1249 -14 -12 -12 2 2 2
   1250 -14 -12 -11 2 2 2
   1251 -14 -12 -10 2 2 2
   1252 -14 -12  -9 2 2 2
   1253 -14 -12  -8 2 2 2
   1254 -14 -12  -7 2 2 2
   1255 -14 -12  -6 2 2 2
   1256 -14 -12  -5 2 2 2
   1257 -14 -12  -4 2 2 2
   1258 -14 -12  -3 2 2 2
   1259 -14 -12  -2 2 2 2
   1260 -14 -12  -1 2 2 2
   1261 -14 -12   0 2 2 2
   1262 -14 -12   1 2 2 2
   1263 -14 -12   2 2 2 2
   1264 -14 -12   3 2 2 2
   1265 -14 -12   4 2 2 2
   1266 -14 -12   5 2 2 2
   1267 -14 -12   6 2 2 2
   1268 -14 -12   7 2 2 2
   1269 -14 -12   8 2 2 2
   1270 -14 -12   9 2 2 2
   1271 -14 -12  10 2 2 2
   1272 -14 -12  11 2 2 2
   1273 -14 -11 -12 2 2 2
   1274 -14 -11 -11 2 2 2
   1275 -14 -11 -10 2 2 2
   1276 -14 -11  -9 2 2 2
   1277 -14 -11  -8 2 2 2
   1278 -14 -11  -7 2 2 2
   1279 -14 -11  -6 2 2 2
   1280 -14 -11  -5 2 2 2
   1281 -14 -11  -4 2 2 2
   1282 -14 -11  -3 2 2 2
   1283 -14 -11  -2 2 2 2
   1284 -14 -11  -1 2 2 2
   1285 -14 -11   0 2 2 2
   1286 -14 -11   1 2 2 2
   1287 -14 -11   2 2 2 2
   1288 -14 -11   3 2 2 2
   1289 -14 -11   4 2 2 2
   1290 -14 -11   5 2 2 2
   1291 -14 -11   6 2 2 2
   1292 -14 -11   7 2 2 2
   1293 -14 -11   8 2 2 2
   1294 -14 -11   9 2 2 2
   1295 -14 -11  10 2 2 2
   1296 -14 -11  11 2 2 2
   1297 -14 -10 -12 2 2 2
   1298 -14 -10 -11 2 2 2
   1299 -14 -10 -10 2 2 2
   1300 -14 -10  -9 2 2 2
   1301 -14 -10  -8 2 2 2
   1302 -14 -10  -7 2 2 2
   1303 -14 -10  -6 2 2 2
   1304 -14 -10  -5 2 2 2
   1305 -14 -10  -4 2 2 2
   1306 -14 -10  -3 2 2 2
   1307 -14 -10  -2 2 2 2
   1308 -14 -10  -1 2 2 2
   1309 -14 -10   0 2 2 2
   1310 -14 -10   1 2 2 2
   1311 -14 -10   2 2 2 2
   1312 -14 -10   3 2 2 2
   1313 -14 -10   4 2 2 2
   1314 -14 -10   5 2 2 2
   1315 -14 -10   6 2 2 2
   1316 -14 -10   7 2 2 2
   1317 -14 -10   8 2 2 2
   1318 -14 -10   9 2 2 2
   1319 -14 -10  10 2 2 2
   1320 -14 -10  11 2 2 2
   1321 -14  -9 -12 2 2 2
   1322 -14  -9 -11 2 2 2
   1323 -14  -9 -10 2 2 2
   1324 -14  -9  -9 2 2 2
   1325 -14  -9  -8 2 2 2
   1326 -14  -9  -7 2 2 2
   1327 -14  -9  -6 2 2 2
   1328 -14  -9  -5 2 2 2
   1329 -14  -9  -4 2 2 2
   1330 -14  -9  -3 2 2 2
   1331 -14  -9  -2 2 2 2
   1332 -14  -9  -1 2 2 2
   1333 -14  -9   0 2 2 2
   1334 -14  -9   1 2 2 2
   1335 -14  -9   2 2 2 2
   1336 -14  -9   3 2 2 2
   1337 -14  -9   4 2 2 2
   1338 -14  -9   5 2 2 2
   1339 -14  -9   6 2 2 2
   1340 -14  -9   7 2 2 2
   1341 -14  -9   8 2 2 2
   1342 -14  -9   9 2 2 2
   1343 -14  -9  10 2 2 2
   1344 -14  -9  11 2 2 2
   1345 -14  -8 -12 2 2 2
   1346 -14  -8 -11 2 2 2
   1347 -14  -8 -10 2 2 2
   1348 -14  -8  -9 2 2 2
   1349 -14  -8  -8 2 2 2
   1350 -14  -8  -7 2 2 2
   1351 -14  -8  -6 2 2 2
   1352 -14  -8  -5 2 2 2
   1353 -14  -8  -4 2 2 2
   1354 -14  -8  -3 2 2 2
   1355 -14  -8  -2 2 2 2
   1356 -14  -8  -1 2 2 2
   1357 -14  -8   0 2 2 2
   1358 -14  -8   1 2 2 2
   1359 -14  -8   2 2 2 2
   1360 -14  -8   3 2 2 2
   1361 -14  -8   4 2 2 2
   1362 -14  -8   5 2 2 2
   1363 -14  -8   6 2 2 2
   1364 -14  -8   7 2 2 2
   1365 -14  -8   8 2 2 2
   1366 -14  -8   9 2 2 2
   1367 -14  -8  10 2 2 2
   1368 -14  -8  11 2 2 2
   1369 -14  -7 -12 2 2 2
   1370 -14  -7 -11 2 2 2
   1371 -14  -7 -10 2 2 2
   1372 -14  -7  -9 2 2 2
   1373 -14  -7  -8 2 2 2
   1374 -14  -7  -7 2 2 2
   1375 -14  -7  -6 2 2 2
   1376 -14  -7  -5 2 2 2
   1377 -14  -7  -4 2 2 2
   1378 -14  -7  -3 2 2 2
   1379 -14  -7  -2 2 2 2
   1380 -14  -7  -1 2 2 2
   1381 -14  -7   0 2 2 2
   1382 -14  -7   1 2 2 2
   1383 -14  -7   2 2 2 2
   1384 -14  -7   3 2 2 2
   1385 -14  -7   4 2 2 2
   1386 -14  -7   5 2 2 2
   1387 -14  -7   6 2 2 2
   1388 -14  -7   7 2 2 2
   1389 -14  -7   8 2 2 2
   1390 -14  -7   9 2 2 2
   1391 -14  -7  10 2 2 2
   1392 -14  -7  11 2 2 2
   1393 -14  -6 -12 2 2 2
   1394 -14  -6 -11 2 2 2
   1395 -14  -6 -10 2 2 2
   1396 -14  -6  -9 2 2 2
   1397 -14  -6  -8 2 2 2
   1398 -14  -6  -7 2 2 2
   1399 -14  -6  -6 2 2 2
   1400 -14  -6  -5 2 2 2
   1401 -14  -6  -4 2 2 2
   1402 -14  -6  -3 2 2 2
   1403 -14  -6  -2 2 2 2
   1404 -14  -6  -1 2 2 2
   1405 -14  -6   0 2 2 2
   1406 -14  -6   1 2 2 2
   1407 -14  -6   2 2 2 2
   1408 -14  -6   3 2 2 2
   1409 -14  -6   4 2 2 2
   1410 -14  -6   5 2 2 2
   1411 -14  -6   6 2 2 2
   1412 -14  -6   7 2 2 2
   1413 -14  -6   8 2 2 2
   1414 -14  -6   9 2 2 2
   1415 -14  -6  10 2 2 2
   1416 -14  -6  11 2 2 2
   1417 -14  -5 -12 2 2 2
   1418 -14  -5 -11 2 2 2
   1419 -14  -5 -10 2 2 2
   1420 -14  -5  -9 2 2 2
   1421 -14  -5  -8 2 2 2
   1422 -14  -5  -7 2 2 2
   1423 -14  -5  -6 2 2 2
   1424 -14  -5  -5 2 2 2
   1425 -14  -5  -4 2 2 2
   1426 -14  -5  -3 2 2 2
   1427 -14  -5  -2 2 2 2
   1428 -14  -5  -1 2 2 2
   1429 -14  -5   0 2 2 2
   1430 -14  -5   1 2 2 2
   1431 -14  -5   2 2 2 2
   1432 -14  -5   3 2 2 2
   1433 -14  -5   4 2 2 2
   1434 -14  -5   5 2 2 2
   1435 -14  -5   6 2 2 2
   1436 -14  -5   7 2 2 2
   1437 -14  -5   8 2 2 2
   1438 -14  -5   9 2 2 2
   1439 -14  -5  10 2 2 2
   1440 -14  -5  11 2 2 2
   1441 -14  -4 -12 2 2 2
   1442 -14  -4 -11 2 2 2
   1443 -14  -4 -10 2 2 2
   1444 -14  -4  -9 2 2 2
   1445 -14  -4  -8 2 2 2
   1446 -14  -4  -7 2 2 2
   1447 -14  -4  -6 2 2 2
   1448 -14  -4  -5 2 2 2
   1449 -14  -4  -4 2 2 2
   1450 -14  -4  -3 2 2 2
   1451 -14  -4  -2 2 2 2
   1452 -14  -4  -1 2 2 2
   1453 -14  -4   0 2 2 2
   1454 -14  -4   1 2 2 2
   1455 -14  -4   2 2 2 2
   1456 -14  -4   3 2 2 2
   1457 -14  -4   4 2 2 2
   1458 -14  -4   5 2 2 2
   1459 -14  -4   6 2 2 2
   1460 -14  -4   7 2 2 2
   1461 -14  -4   8 2 2 2
   1462 -14  -4   9 2 2 2
   1463 -14  -4  10 2 2 2
   1464 -14  -4  11 2 2 2
   1465 -14  -3 -12 2 2 2
   1466 -14  -3 -11 2 2 2
   1467 -14  -3 -10 2 2 2
   1468 -14  -3  -9 2 2 2
   1469 -14  -3  -8 2 2 2
   1470 -14  -3  -7 2 2 2
   1471 -14  -3  -6 2 2 2
   1472 -14  -3  -5 2 2 2
   1473 -14  -3  -4 2 2 2
   1474 -14  -3  -3 2 2 2
   1475 -14  -3  -2 2 2 2
   1476 -14  -3  -1 2 2 2
   1477 -14  -3   0 2 2 2
   1478 -14  -3   1 2 2 2
   1479 -14  -3   2 2 2 2
   1480 -14  -3   3 2 2 2
   1481 -14  -3   4 2 2 2
   1482 -14  -3   5 2 2 2
   1483 -14  -3   6 2 2 2
   1484 -14  -3   7 2 2 2
   1485 -14  -3   8 2 2 2
   1486 -14  -3   9 2 2 2
   1487 -14  -3  10 2 2 2
   1488 -14  -3  11 2 2 2
   1489 -14  -2 -12 2 2 2
   1490 -14  -2 -11 2 2 2
   1491 -14  -2 -10 2 2 2
   1492 -14  -2  -9 2 2 2
   1493 -14  -2  -8 2 2 2
   1494 -14  -2  -7 2 2 2
   1495 -14  -2  -6 2 2 2
   1496 -14  -2  -5 2 2 2
   1497 -14  -2  -4 2 2 2
   1498 -14  -2  -3 2 2 2
   1499 -14  -2  -2 2 2 2
   1500 -14  -2  -1 2 2 2
   1501 -14  -2   0 2 2 2
   1502 -14  -2   1 2 2 2
   1503 -14  -2   2 2 2 2
   1504 -14  -2   3 2 2 2
   1505 -14  -2   4 2 2 2
   1506 -14  -2   5 2 2 2
   1507 -14  -2   6 2 2 2
   1508 -14  -2   7 2 2 2
   1509 -14  -2   8 2 2 2
   1510 -14  -2   9 2 2 2
   1511 -14  -2  10 2 2 2
   1512 -14  -2  11 2 2 2
   1513 -14  -1 -12 2 2 2
   1514 -14  -1 -11 2 2 2
   1515 -14  -1 -10 2 2 2
   1516 -14  -1  -9 2 2 2
   1517 -14  -1  -8 2 2 2
   1518 -14  -1  -7 2 2 2
   1519 -14  -1  -6 2 2 2
   1520 -14  -1  -5 2 2 2
   1521 -14  -1  -4 2 2 2
   1522 -14  -1  -3 2 2 2
   1523 -14  -1  -2 2 2 2
   1524 -14  -1  -1 2 2 2
   1525 -14  -1   0 2 2 2
   1526 -14  -1   1 2 2 2
   1527 -14  -1   2 2 2 2
   1528 -14  -1   3 2 2 2
   1529 -14  -1   4 2 2 2
   1530 -14  -1   5 2 2 2
   1531 -14  -1   6 2 2 2
   1532 -14  -1   7 2 2 2
   1533 -14  -1   8 2 2 2
   1534 -14  -1   9 2 2 2
   1535 -14  -1  10 2 2 2
   1536 -14  -1  11 2 2 2
   1537 -14   0 -12 2 2 2
   1538 -14   0 -11 2 2 2
   1539 -14   0 -10 2 2 2
   1540 -14   0  -9 2 2 2
   1541 -14   0  -8 2 2 2
   1542 -14   0  -7 2 2 2
   1543 -14   0  -6 2 2 2
   1544 -14   0  -5 2 2 2
   1545 -14   0  -4 2 2 2
   1546 -14   0  -3 2 2 2
   1547 -14   0  -2 2 2 2
   1548 -14   0  -1 2 2 2
   1549 -14   0   0 2 2 2
   1550 -14   0   1 2 2 2
   1551 -14   0   2 2 2 2
   1552 -14   0   3 2 2 2
   1553 -14   0   4 2 2 2
   1554 -14   0   5 2 2 2
   1555 -14   0   6 2 2 2
   1556 -14   0   7 2 2 2
   1557 -14   0   8 2 2 2
   1558 -14   0   9 2 2 2
   1559 -14   0  10 2 2 2
   1560 -14   0  11 2 2 2
   1561 -14   1 -12 2 2 2
   1562 -14   1 -11 2 2 2
