 >TARELL  ellipsoidal grain; AX,AY,AZ= 49.4900 49.4900 49.4900
     63461 = NAT
  1.000000  0.000000  0.000000 = A_1 vector
  0.000000  1.000000  0.000000 = A_2 vector
  1.000000  1.000000  1.000000 = lattice spacings (d_x,d_y,d_z)/d
  -0.00000  -0.00000  -0.00000 = lattice offset x0(1-3) = (x_TF,y_TF,z_TF)/d for dipole 0 0 0
     JA  IX  IY  IZ ICOMP(x,y,z)
  47316  -12   18    8 1 1 1
  47317  -11   18    8 1 1 1
  47318  -10   18    8 1 1 1
  47319   -9   18    8 1 1 1
  47320   -8   18    8 1 1 1
  47321   -7   18    8 1 1 1
  47322   -6   18    8 1 1 1
  47323   -5   18    8 1 1 1
  47324   -4   18    8 1 1 1
  47325   -3   18    8 1 1 1
  47326   -2   18    8 1 1 1
  47327   -1   18    8 1 1 1
  47328    0   18    8 1 1 1
  47329    1   18    8 1 1 1
  47330    2   18    8 1 1 1
  47331    3   18    8 1 1 1
  47332    4   18    8 1 1 1
  47333    5   18    8 1 1 1
  47334    6   18    8 1 1 1
  47335    7   18    8 1 1 1
  47336    8   18    8 1 1 1
  47337    9   18    8 1 1 1
  47338   10   18    8 1 1 1
  47339   11   18    8 1 1 1
  47340   12   18    8 1 1 1
  47341   13   18    8 1 1 1
  47342   14   18    8 1 1 1
  47343  -13   19    8 1 1 1
  47344  -12   19    8 1 1 1
  47345  -11   19    8 1 1 1
  47346  -10   19    8 1 1 1
  47347   -9   19    8 1 1 1
  47348   -8   19    8 1 1 1
  47349   -7   19    8 1 1 1
  47350   -6   19    8 1 1 1
  47351   -5   19    8 1 1 1
  47352   -4   19    8 1 1 1
  47353   -3   19    8 1 1 1
  47354   -2   19    8 1 1 1
  47355   -1   19    8 1 1 1
  47356    0   19    8 1 1 1
  47357    1   19    8 1 1 1
  47358    2   19    8 1 1 1
  47359    3   19    8 1 1 1
  47360    4   19    8 1 1 1
  47361    5   19    8 1 1 1
  47362    6   19    8 1 1 1
  47363    7   19    8 1 1 1
  47364    8   19    8 1 1 1
  47365    9   19    8 1 1 1
  47366   10   19    8 1 1 1
  47367   11   19    8 1 1 1
  47368   12   19    8 1 1 1
  47369   13   19    8 1 1 1
  47370  -12   20    8 1 1 1
  47371  -11   20    8 1 1 1
  47372  -10   20    8 1 1 1
  47373   -9   20    8 1 1 1
  47374   -8   20    8 1 1 1
  47375   -7   20    8 1 1 1
  47376   -6   20    8 1 1 1
  47377   -5   20    8 1 1 1
  47378   -4   20    8 1 1 1
  47379   -3   20    8 1 1 1
  47380   -2   20    8 1 1 1
  47381   -1   20    8 1 1 1
  47382    0   20    8 1 1 1
  47383    1   20    8 1 1 1
  47384    2   20    8 1 1 1
  47385    3   20    8 1 1 1
  47386    4   20    8 1 1 1
  47387    5   20    8 1 1 1
  47388    6   20    8 1 1 1
  47389    7   20    8 1 1 1
  47390    8   20    8 1 1 1
  47391    9   20    8 1 1 1
  47392   10   20    8 1 1 1
  47393   11   20    8 1 1 1
  47394   12   20    8 1 1 1
  47395  -10   21    8 1 1 1
  47396   -9   21    8 1 1 1
  47397   -8   21    8 1 1 1
  47398   -7   21    8 1 1 1
  47399   -6   21    8 1 1 1
  47400   -5   21    8 1 1 1
  47401   -4   21    8 1 1 1
  47402   -3   21    8 1 1 1
  47403   -2   21    8 1 1 1
  47404   -1   21    8 1 1 1
  47405    0   21    8 1 1 1
  47406    1   21    8 1 1 1
  47407    2   21    8 1 1 1
  47408    3   21    8 1 1 1
  47409    4   21    8 1 1 1
  47410    5   21    8 1 1 1
  47411    6   21    8 1 1 1
  47412    7   21    8 1 1 1
  47413    8   21    8 1 1 1
  47414    9   21    8 1 1 1
  47415   10   21    8 1 1 1
  47416   -8   22    8 1 1 1
  47417   -7   22    8 1 1 1
  47418   -6   22    8 1 1 1
  47419   -5   22    8 1 1 1
  47420   -4   22    8 1 1 1
  47421   -3   22    8 1 1 1
  47422   -2   22    8 1 1 1
  47423   -1   22    8 1 1 1
  47424    0   22    8 1 1 1
  47425    1   22    8 1 1 1
  47426    2   22    8 1 1 1
  47427    3   22    8 1 1 1
  47428    4   22    8 1 1 1
  47429    5   22    8 1 1 1
  47430    6   22    8 1 1 1
  47431    7   22    8 1 1 1
  47432    8   22    8 1 1 1
  47433   -4   23    8 1 1 1
  47434   -3   23    8 1 1 1
  47435   -2   23    8 1 1 1
  47436   -1   23    8 1 1 1
  47437    0   23    8 1 1 1
  47438    1   23    8 1 1 1
  47439    2   23    8 1 1 1
  47440    3   23    8 1 1 1
  47441    4   23    8 1 1 1
  47442   -1  -23    9 1 1 1
  47443    0  -23    9 1 1 1
  47444    1  -23    9 1 1 1
  47445   -6  -22    9 1 1 1
  47446   -5  -22    9 1 1 1
  47447   -4  -22    9 1 1 1
  47448   -3  -22    9 1 1 1
  47449   -2  -22    9 1 1 1
  47450   -1  -22    9 1 1 1
  47451    0  -22    9 1 1 1
  47452    1  -22    9 1 1 1
  47453    2  -22    9 1 1 1
  47454    3  -22    9 1 1 1
  47455    4  -22    9 1 1 1
  47456    5  -22    9 1 1 1
  47457    6  -22    9 1 1 1
  47458   -9  -21    9 1 1 1
  47459   -8  -21    9 1 1 1
  47460   -7  -21    9 1 1 1
  47461   -6  -21    9 1 1 1
  47462   -5  -21    9 1 1 1
  47463   -4  -21    9 1 1 1
  47464   -3  -21    9 1 1 1
  47465   -2  -21    9 1 1 1
  47466   -1  -21    9 1 1 1
  47467    0  -21    9 1 1 1
  47468    1  -21    9 1 1 1
  47469    2  -21    9 1 1 1
  47470    3  -21    9 1 1 1
  47471    4  -21    9 1 1 1
  47472    5  -21    9 1 1 1
  47473    6  -21    9 1 1 1
  47474    7  -21    9 1 1 1
  47475    8  -21    9 1 1 1
  47476    9  -21    9 1 1 1
  47477  -11  -20    9 1 1 1
  47478  -10  -20    9 1 1 1
  47479   -9  -20    9 1 1 1
  47480   -8  -20    9 1 1 1
  47481   -7  -20    9 1 1 1
  47482   -6  -20    9 1 1 1
  47483   -5  -20    9 1 1 1
  47484   -4  -20    9 1 1 1
  47485   -3  -20    9 1 1 1
  47486   -2  -20    9 1 1 1
  47487   -1  -20    9 1 1 1
  47488    0  -20    9 1 1 1
  47489    1  -20    9 1 1 1
  47490    2  -20    9 1 1 1
  47491    3  -20    9 1 1 1
  47492    4  -20    9 1 1 1
  47493    5  -20    9 1 1 1
  47494    6  -20    9 1 1 1
  47495    7  -20    9 1 1 1
  47496    8  -20    9 1 1 1
  47497    9  -20    9 1 1 1
  47498   10  -20    9 1 1 1
  47499   11  -20    9 1 1 1
  47500  -13  -19    9 1 1 1
  47501  -12  -19    9 1 1 1
  47502  -11  -19    9 1 1 1
  47503  -10  -19    9 1 1 1
  47504   -9  -19    9 1 1 1
  47505   -8  -19    9 1 1 1
  47506   -7  -19    9 1 1 1
  47507   -6  -19    9 1 1 1
  47508   -5  -19    9 1 1 1
  47509   -4  -19    9 1 1 1
  47510   -3  -19    9 1 1 1
  47511   -2  -19    9 1 1 1
  47512   -1  -19    9 1 1 1
  47513    0  -19    9 1 1 1
  47514    1  -19    9 1 1 1
  47515    2  -19    9 1 1 1
  47516    3  -19    9 1 1 1
  47517    4  -19    9 1 1 1
  47518    5  -19    9 1 1 1
  47519    6  -19    9 1 1 1
  47520    7  -19    9 1 1 1
  47521    8  -19    9 1 1 1
  47522    9  -19    9 1 1 1
  47523   10  -19    9 1 1 1
  47524   11  -19    9 1 1 1
  47525   12  -19    9 1 1 1
  47526   13  -19    9 1 1 1
  47527  -14  -18    9 1 1 1
  47528  -13  -18    9 1 1 1
  47529  -12  -18    9 1 1 1
  47530  -11  -18    9 1 1 1
  47531  -10  -18    9 1 1 1
  47532   -9  -18    9 1 1 1
  47533   -8  -18    9 1 1 1
  47534   -7  -18    9 1 1 1
  47535   -6  -18    9 1 1 1
  47536   -5  -18    9 1 1 1
  47537   -4  -18    9 1 1 1
  47538   -3  -18    9 1 1 1
  47539   -2  -18    9 1 1 1
  47540   -1  -18    9 1 1 1
  47541    0  -18    9 1 1 1
  47542    1  -18    9 1 1 1
  47543    2  -18    9 1 1 1
  47544    3  -18    9 1 1 1
  47545    4  -18    9 1 1 1
  47546    5  -18    9 1 1 1
  47547    6  -18    9 1 1 1
  47548    7  -18    9 1 1 1
  47549    8  -18    9 1 1 1
  47550    9  -18    9 1 1 1
  47551   10  -18    9 1 1 1
  47552   11  -18    9 1 1 1
  47553   12  -18    9 1 1 1
  47554   13  -18    9 1 1 1
  47555   14  -18    9 1 1 1
  47556  -15  -17    9 1 1 1
  47557  -14  -17    9 1 1 1
  47558  -13  -17    9 1 1 1
  47559  -12  -17    9 1 1 1
  47560  -11  -17    9 1 1 1
  47561  -10  -17    9 1 1 1
  47562   -9  -17    9 1 1 1
  47563   -8  -17    9 1 1 1
  47564   -7  -17    9 1 1 1
  47565   -6  -17    9 1 1 1
  47566   -5  -17    9 1 1 1
  47567   -4  -17    9 1 1 1
  47568   -3  -17    9 1 1 1
  47569   -2  -17    9 1 1 1
  47570   -1  -17    9 1 1 1
  47571    0  -17    9 1 1 1
  47572    1  -17    9 1 1 1
  47573    2  -17    9 1 1 1
  47574    3  -17    9 1 1 1
  47575    4  -17    9 1 1 1
  47576    5  -17    9 1 1 1
  47577    6  -17    9 1 1 1
  47578    7  -17    9 1 1 1
  47579    8  -17    9 1 1 1
  47580    9  -17    9 1 1 1
  47581   10  -17    9 1 1 1
  47582   11  -17    9 1 1 1
  47583   12  -17    9 1 1 1
  47584   13  -17    9 1 1 1
  47585   14  -17    9 1 1 1
  47586   15  -17    9 1 1 1
  47587  -16  -16    9 1 1 1
  47588  -15  -16    9 1 1 1
  47589  -14  -16    9 1 1 1
  47590  -13  -16    9 1 1 1
  47591  -12  -16    9 1 1 1
  47592  -11  -16    9 1 1 1
  47593  -10  -16    9 1 1 1
  47594   -9  -16    9 1 1 1
  47595   -8  -16    9 1 1 1
  47596   -7  -16    9 1 1 1
  47597   -6  -16    9 1 1 1
  47598   -5  -16    9 1 1 1
  47599   -4  -16    9 1 1 1
  47600   -3  -16    9 1 1 1
  47601   -2  -16    9 1 1 1
  47602   -1  -16    9 1 1 1
  47603    0  -16    9 1 1 1
  47604    1  -16    9 1 1 1
  47605    2  -16    9 1 1 1
  47606    3  -16    9 1 1 1
  47607    4  -16    9 1 1 1
  47608    5  -16    9 1 1 1
  47609    6  -16    9 1 1 1
  47610    7  -16    9 1 1 1
  47611    8  -16    9 1 1 1
  47612    9  -16    9 1 1 1
  47613   10  -16    9 1 1 1
  47614   11  -16    9 1 1 1
  47615   12  -16    9 1 1 1
  47616   13  -16    9 1 1 1
  47617   14  -16    9 1 1 1
  47618   15  -16    9 1 1 1
  47619   16  -16    9 1 1 1
  47620  -17  -15    9 1 1 1
  47621  -16  -15    9 1 1 1
  47622  -15  -15    9 1 1 1
  47623  -14  -15    9 1 1 1
  47624  -13  -15    9 1 1 1
  47625  -12  -15    9 1 1 1
  47626  -11  -15    9 1 1 1
  47627  -10  -15    9 1 1 1
  47628   -9  -15    9 1 1 1
  47629   -8  -15    9 1 1 1
  47630   -7  -15    9 1 1 1
  47631   -6  -15    9 1 1 1
  47632   -5  -15    9 1 1 1
  47633   -4  -15    9 1 1 1
  47634   -3  -15    9 1 1 1
  47635   -2  -15    9 1 1 1
  47636   -1  -15    9 1 1 1
  47637    0  -15    9 1 1 1
  47638    1  -15    9 1 1 1
  47639    2  -15    9 1 1 1
  47640    3  -15    9 1 1 1
  47641    4  -15    9 1 1 1
  47642    5  -15    9 1 1 1
  47643    6  -15    9 1 1 1
  47644    7  -15    9 1 1 1
  47645    8  -15    9 1 1 1
  47646    9  -15    9 1 1 1
  47647   10  -15    9 1 1 1
  47648   11  -15    9 1 1 1
  47649   12  -15    9 1 1 1
  47650   13  -15    9 1 1 1
  47651   14  -15    9 1 1 1
  47652   15  -15    9 1 1 1
  47653   16  -15    9 1 1 1
  47654   17  -15    9 1 1 1
  47655  -18  -14    9 1 1 1
  47656  -17  -14    9 1 1 1
  47657  -16  -14    9 1 1 1
  47658  -15  -14    9 1 1 1
  47659  -14  -14    9 1 1 1
  47660  -13  -14    9 1 1 1
  47661  -12  -14    9 1 1 1
  47662  -11  -14    9 1 1 1
  47663  -10  -14    9 1 1 1
  47664   -9  -14    9 1 1 1
  47665   -8  -14    9 1 1 1
  47666   -7  -14    9 1 1 1
  47667   -6  -14    9 1 1 1
  47668   -5  -14    9 1 1 1
  47669   -4  -14    9 1 1 1
  47670   -3  -14    9 1 1 1
  47671   -2  -14    9 1 1 1
  47672   -1  -14    9 1 1 1
  47673    0  -14    9 1 1 1
  47674    1  -14    9 1 1 1
  47675    2  -14    9 1 1 1
  47676    3  -14    9 1 1 1
  47677    4  -14    9 1 1 1
  47678    5  -14    9 1 1 1
  47679    6  -14    9 1 1 1
  47680    7  -14    9 1 1 1
  47681    8  -14    9 1 1 1
  47682    9  -14    9 1 1 1
  47683   10  -14    9 1 1 1
  47684   11  -14    9 1 1 1
  47685   12  -14    9 1 1 1
  47686   13  -14    9 1 1 1
  47687   14  -14    9 1 1 1
  47688   15  -14    9 1 1 1
  47689   16  -14    9 1 1 1
  47690   17  -14    9 1 1 1
  47691   18  -14    9 1 1 1
  47692  -19  -13    9 1 1 1
  47693  -18  -13    9 1 1 1
  47694  -17  -13    9 1 1 1
  47695  -16  -13    9 1 1 1
  47696  -15  -13    9 1 1 1
  47697  -14  -13    9 1 1 1
  47698  -13  -13    9 1 1 1
  47699  -12  -13    9 1 1 1
  47700  -11  -13    9 1 1 1
  47701  -10  -13    9 1 1 1
  47702   -9  -13    9 1 1 1
  47703   -8  -13    9 1 1 1
  47704   -7  -13    9 1 1 1
  47705   -6  -13    9 1 1 1
  47706   -5  -13    9 1 1 1
  47707   -4  -13    9 1 1 1
  47708   -3  -13    9 1 1 1
  47709   -2  -13    9 1 1 1
  47710   -1  -13    9 1 1 1
  47711    0  -13    9 1 1 1
  47712    1  -13    9 1 1 1
  47713    2  -13    9 1 1 1
  47714    3  -13    9 1 1 1
  47715    4  -13    9 1 1 1
  47716    5  -13    9 1 1 1
  47717    6  -13    9 1 1 1
  47718    7  -13    9 1 1 1
  47719    8  -13    9 1 1 1
  47720    9  -13    9 1 1 1
  47721   10  -13    9 1 1 1
  47722   11  -13    9 1 1 1
  47723   12  -13    9 1 1 1
  47724   13  -13    9 1 1 1
  47725   14  -13    9 1 1 1
  47726   15  -13    9 1 1 1
  47727   16  -13    9 1 1 1
  47728   17  -13    9 1 1 1
  47729   18  -13    9 1 1 1
  47730   19  -13    9 1 1 1
  47731  -19  -12    9 1 1 1
  47732  -18  -12    9 1 1 1
  47733  -17  -12    9 1 1 1
  47734  -16  -12    9 1 1 1
  47735  -15  -12    9 1 1 1
  47736  -14  -12    9 1 1 1
  47737  -13  -12    9 1 1 1
  47738  -12  -12    9 1 1 1
  47739  -11  -12    9 1 1 1
  47740  -10  -12    9 1 1 1
  47741   -9  -12    9 1 1 1
  47742   -8  -12    9 1 1 1
  47743   -7  -12    9 1 1 1
  47744   -6  -12    9 1 1 1
  47745   -5  -12    9 1 1 1
  47746   -4  -12    9 1 1 1
  47747   -3  -12    9 1 1 1
  47748   -2  -12    9 1 1 1
  47749   -1  -12    9 1 1 1
  47750    0  -12    9 1 1 1
  47751    1  -12    9 1 1 1
  47752    2  -12    9 1 1 1
  47753    3  -12    9 1 1 1
  47754    4  -12    9 1 1 1
  47755    5  -12    9 1 1 1
  47756    6  -12    9 1 1 1
  47757    7  -12    9 1 1 1
  47758    8  -12    9 1 1 1
  47759    9  -12    9 1 1 1
  47760   10  -12    9 1 1 1
  47761   11  -12    9 1 1 1
  47762   12  -12    9 1 1 1
  47763   13  -12    9 1 1 1
  47764   14  -12    9 1 1 1
  47765   15  -12    9 1 1 1
  47766   16  -12    9 1 1 1
  47767   17  -12    9 1 1 1
  47768   18  -12    9 1 1 1
  47769   19  -12    9 1 1 1
  47770  -20  -11    9 1 1 1
  47771  -19  -11    9 1 1 1
  47772  -18  -11    9 1 1 1
  47773  -17  -11    9 1 1 1
  47774  -16  -11    9 1 1 1
  47775  -15  -11    9 1 1 1
  47776  -14  -11    9 1 1 1
  47777  -13  -11    9 1 1 1
  47778  -12  -11    9 1 1 1
  47779  -11  -11    9 1 1 1
  47780  -10  -11    9 1 1 1
  47781   -9  -11    9 1 1 1
  47782   -8  -11    9 1 1 1
  47783   -7  -11    9 1 1 1
  47784   -6  -11    9 1 1 1
  47785   -5  -11    9 1 1 1
  47786   -4  -11    9 1 1 1
  47787   -3  -11    9 1 1 1
  47788   -2  -11    9 1 1 1
  47789   -1  -11    9 1 1 1
  47790    0  -11    9 1 1 1
  47791    1  -11    9 1 1 1
  47792    2  -11    9 1 1 1
  47793    3  -11    9 1 1 1
  47794    4  -11    9 1 1 1
  47795    5  -11    9 1 1 1
  47796    6  -11    9 1 1 1
  47797    7  -11    9 1 1 1
  47798    8  -11    9 1 1 1
  47799    9  -11    9 1 1 1
  47800   10  -11    9 1 1 1
  47801   11  -11    9 1 1 1
  47802   12  -11    9 1 1 1
  47803   13  -11    9 1 1 1
  47804   14  -11    9 1 1 1
  47805   15  -11    9 1 1 1
  47806   16  -11    9 1 1 1
  47807   17  -11    9 1 1 1
  47808   18  -11    9 1 1 1
  47809   19  -11    9 1 1 1
  47810   20  -11    9 1 1 1
  47811  -20  -10    9 1 1 1
  47812  -19  -10    9 1 1 1
  47813  -18  -10    9 1 1 1
  47814  -17  -10    9 1 1 1
  47815  -16  -10    9 1 1 1
  47816  -15  -10    9 1 1 1
  47817  -14  -10    9 1 1 1
  47818  -13  -10    9 1 1 1
  47819  -12  -10    9 1 1 1
  47820  -11  -10    9 1 1 1
  47821  -10  -10    9 1 1 1
  47822   -9  -10    9 1 1 1
  47823   -8  -10    9 1 1 1
  47824   -7  -10    9 1 1 1
  47825   -6  -10    9 1 1 1
  47826   -5  -10    9 1 1 1
  47827   -4  -10    9 1 1 1
  47828   -3  -10    9 1 1 1
  47829   -2  -10    9 1 1 1
  47830   -1  -10    9 1 1 1
  47831    0  -10    9 1 1 1
  47832    1  -10    9 1 1 1
  47833    2  -10    9 1 1 1
  47834    3  -10    9 1 1 1
  47835    4  -10    9 1 1 1
  47836    5  -10    9 1 1 1
  47837    6  -10    9 1 1 1
  47838    7  -10    9 1 1 1
  47839    8  -10    9 1 1 1
  47840    9  -10    9 1 1 1
  47841   10  -10    9 1 1 1
  47842   11  -10    9 1 1 1
  47843   12  -10    9 1 1 1
  47844   13  -10    9 1 1 1
  47845   14  -10    9 1 1 1
  47846   15  -10    9 1 1 1
  47847   16  -10    9 1 1 1
  47848   17  -10    9 1 1 1
  47849   18  -10    9 1 1 1
  47850   19  -10    9 1 1 1
  47851   20  -10    9 1 1 1
  47852  -21   -9    9 1 1 1
  47853  -20   -9    9 1 1 1
  47854  -19   -9    9 1 1 1
  47855  -18   -9    9 1 1 1
  47856  -17   -9    9 1 1 1
  47857  -16   -9    9 1 1 1
  47858  -15   -9    9 1 1 1
  47859  -14   -9    9 1 1 1
  47860  -13   -9    9 1 1 1
  47861  -12   -9    9 1 1 1
  47862  -11   -9    9 1 1 1
  47863  -10   -9    9 1 1 1
  47864   -9   -9    9 1 1 1
  47865   -8   -9    9 1 1 1
  47866   -7   -9    9 1 1 1
  47867   -6   -9    9 1 1 1
  47868   -5   -9    9 1 1 1
  47869   -4   -9    9 1 1 1
  47870   -3   -9    9 1 1 1
  47871   -2   -9    9 1 1 1
  47872   -1   -9    9 1 1 1
  47873    0   -9    9 1 1 1
  47874    1   -9    9 1 1 1
  47875    2   -9    9 1 1 1
  47876    3   -9    9 1 1 1
  47877    4   -9    9 1 1 1
  47878    5   -9    9 1 1 1
  47879    6   -9    9 1 1 1
  47880    7   -9    9 1 1 1
  47881    8   -9    9 1 1 1
  47882    9   -9    9 1 1 1
  47883   10   -9    9 1 1 1
  47884   11   -9    9 1 1 1
  47885   12   -9    9 1 1 1
  47886   13   -9    9 1 1 1
  47887   14   -9    9 1 1 1
  47888   15   -9    9 1 1 1
  47889   16   -9    9 1 1 1
  47890   17   -9    9 1 1 1
  47891   18   -9    9 1 1 1
  47892   19   -9    9 1 1 1
  47893   20   -9    9 1 1 1
  47894   21   -9    9 1 1 1
  47895  -21   -8    9 1 1 1
  47896  -20   -8    9 1 1 1
  47897  -19   -8    9 1 1 1
  47898  -18   -8    9 1 1 1
  47899  -17   -8    9 1 1 1
  47900  -16   -8    9 1 1 1
  47901  -15   -8    9 1 1 1
  47902  -14   -8    9 1 1 1
  47903  -13   -8    9 1 1 1
  47904  -12   -8    9 1 1 1
  47905  -11   -8    9 1 1 1
  47906  -10   -8    9 1 1 1
  47907   -9   -8    9 1 1 1
  47908   -8   -8    9 1 1 1
  47909   -7   -8    9 1 1 1
  47910   -6   -8    9 1 1 1
  47911   -5   -8    9 1 1 1
  47912   -4   -8    9 1 1 1
  47913   -3   -8    9 1 1 1
  47914   -2   -8    9 1 1 1
  47915   -1   -8    9 1 1 1
  47916    0   -8    9 1 1 1
  47917    1   -8    9 1 1 1
  47918    2   -8    9 1 1 1
  47919    3   -8    9 1 1 1
  47920    4   -8    9 1 1 1
  47921    5   -8    9 1 1 1
  47922    6   -8    9 1 1 1
  47923    7   -8    9 1 1 1
  47924    8   -8    9 1 1 1
  47925    9   -8    9 1 1 1
  47926   10   -8    9 1 1 1
  47927   11   -8    9 1 1 1
  47928   12   -8    9 1 1 1
  47929   13   -8    9 1 1 1
  47930   14   -8    9 1 1 1
  47931   15   -8    9 1 1 1
  47932   16   -8    9 1 1 1
  47933   17   -8    9 1 1 1
  47934   18   -8    9 1 1 1
  47935   19   -8    9 1 1 1
  47936   20   -8    9 1 1 1
  47937   21   -8    9 1 1 1
  47938  -21   -7    9 1 1 1
  47939  -20   -7    9 1 1 1
  47940  -19   -7    9 1 1 1
  47941  -18   -7    9 1 1 1
  47942  -17   -7    9 1 1 1
  47943  -16   -7    9 1 1 1
  47944  -15   -7    9 1 1 1
  47945  -14   -7    9 1 1 1
  47946  -13   -7    9 1 1 1
  47947  -12   -7    9 1 1 1
  47948  -11   -7    9 1 1 1
  47949  -10   -7    9 1 1 1
  47950   -9   -7    9 1 1 1
  47951   -8   -7    9 1 1 1
  47952   -7   -7    9 1 1 1
  47953   -6   -7    9 1 1 1
  47954   -5   -7    9 1 1 1
  47955   -4   -7    9 1 1 1
  47956   -3   -7    9 1 1 1
  47957   -2   -7    9 1 1 1
  47958   -1   -7    9 1 1 1
  47959    0   -7    9 1 1 1
  47960    1   -7    9 1 1 1
  47961    2   -7    9 1 1 1
  47962    3   -7    9 1 1 1
  47963    4   -7    9 1 1 1
  47964    5   -7    9 1 1 1
  47965    6   -7    9 1 1 1
  47966    7   -7    9 1 1 1
  47967    8   -7    9 1 1 1
  47968    9   -7    9 1 1 1
  47969   10   -7    9 1 1 1
  47970   11   -7    9 1 1 1
  47971   12   -7    9 1 1 1
  47972   13   -7    9 1 1 1
  47973   14   -7    9 1 1 1
  47974   15   -7    9 1 1 1
  47975   16   -7    9 1 1 1
  47976   17   -7    9 1 1 1
  47977   18   -7    9 1 1 1
  47978   19   -7    9 1 1 1
  47979   20   -7    9 1 1 1
  47980   21   -7    9 1 1 1
  47981  -22   -6    9 1 1 1
  47982  -21   -6    9 1 1 1
  47983  -20   -6    9 1 1 1
  47984  -19   -6    9 1 1 1
  47985  -18   -6    9 1 1 1
  47986  -17   -6    9 1 1 1
  47987  -16   -6    9 1 1 1
  47988  -15   -6    9 1 1 1
  47989  -14   -6    9 1 1 1
  47990  -13   -6    9 1 1 1
  47991  -12   -6    9 1 1 1
  47992  -11   -6    9 1 1 1
  47993  -10   -6    9 1 1 1
  47994   -9   -6    9 1 1 1
  47995   -8   -6    9 1 1 1
  47996   -7   -6    9 1 1 1
  47997   -6   -6    9 1 1 1
  47998   -5   -6    9 1 1 1
  47999   -4   -6    9 1 1 1
  48000   -3   -6    9 1 1 1
  48001   -2   -6    9 1 1 1
  48002   -1   -6    9 1 1 1
  48003    0   -6    9 1 1 1
  48004    1   -6    9 1 1 1
  48005    2   -6    9 1 1 1
  48006    3   -6    9 1 1 1
  48007    4   -6    9 1 1 1
  48008    5   -6    9 1 1 1
  48009    6   -6    9 1 1 1
  48010    7   -6    9 1 1 1
  48011    8   -6    9 1 1 1
  48012    9   -6    9 1 1 1
  48013   10   -6    9 1 1 1
  48014   11   -6    9 1 1 1
  48015   12   -6    9 1 1 1
  48016   13   -6    9 1 1 1
  48017   14   -6    9 1 1 1
  48018   15   -6    9 1 1 1
  48019   16   -6    9 1 1 1
  48020   17   -6    9 1 1 1
  48021   18   -6    9 1 1 1
  48022   19   -6    9 1 1 1
  48023   20   -6    9 1 1 1
  48024   21   -6    9 1 1 1
  48025   22   -6    9 1 1 1
  48026  -22   -5    9 1 1 1
  48027  -21   -5    9 1 1 1
  48028  -20   -5    9 1 1 1
  48029  -19   -5    9 1 1 1
  48030  -18   -5    9 1 1 1
  48031  -17   -5    9 1 1 1
  48032  -16   -5    9 1 1 1
  48033  -15   -5    9 1 1 1
  48034  -14   -5    9 1 1 1
  48035  -13   -5    9 1 1 1
  48036  -12   -5    9 1 1 1
  48037  -11   -5    9 1 1 1
  48038  -10   -5    9 1 1 1
  48039   -9   -5    9 1 1 1
  48040   -8   -5    9 1 1 1
  48041   -7   -5    9 1 1 1
  48042   -6   -5    9 1 1 1
  48043   -5   -5    9 1 1 1
  48044   -4   -5    9 1 1 1
  48045   -3   -5    9 1 1 1
  48046   -2   -5    9 1 1 1
  48047   -1   -5    9 1 1 1
  48048    0   -5    9 1 1 1
  48049    1   -5    9 1 1 1
  48050    2   -5    9 1 1 1
  48051    3   -5    9 1 1 1
  48052    4   -5    9 1 1 1
  48053    5   -5    9 1 1 1
  48054    6   -5    9 1 1 1
  48055    7   -5    9 1 1 1
  48056    8   -5    9 1 1 1
  48057    9   -5    9 1 1 1
  48058   10   -5    9 1 1 1
  48059   11   -5    9 1 1 1
  48060   12   -5    9 1 1 1
  48061   13   -5    9 1 1 1
  48062   14   -5    9 1 1 1
  48063   15   -5    9 1 1 1
  48064   16   -5    9 1 1 1
  48065   17   -5    9 1 1 1
  48066   18   -5    9 1 1 1
  48067   19   -5    9 1 1 1
  48068   20   -5    9 1 1 1
  48069   21   -5    9 1 1 1
  48070   22   -5    9 1 1 1
  48071  -22   -4    9 1 1 1
  48072  -21   -4    9 1 1 1
  48073  -20   -4    9 1 1 1
  48074  -19   -4    9 1 1 1
  48075  -18   -4    9 1 1 1
  48076  -17   -4    9 1 1 1
  48077  -16   -4    9 1 1 1
  48078  -15   -4    9 1 1 1
  48079  -14   -4    9 1 1 1
  48080  -13   -4    9 1 1 1
  48081  -12   -4    9 1 1 1
  48082  -11   -4    9 1 1 1
  48083  -10   -4    9 1 1 1
  48084   -9   -4    9 1 1 1
  48085   -8   -4    9 1 1 1
  48086   -7   -4    9 1 1 1
  48087   -6   -4    9 1 1 1
  48088   -5   -4    9 1 1 1
  48089   -4   -4    9 1 1 1
  48090   -3   -4    9 1 1 1
  48091   -2   -4    9 1 1 1
  48092   -1   -4    9 1 1 1
  48093    0   -4    9 1 1 1
  48094    1   -4    9 1 1 1
  48095    2   -4    9 1 1 1
  48096    3   -4    9 1 1 1
  48097    4   -4    9 1 1 1
  48098    5   -4    9 1 1 1
  48099    6   -4    9 1 1 1
  48100    7   -4    9 1 1 1
  48101    8   -4    9 1 1 1
  48102    9   -4    9 1 1 1
  48103   10   -4    9 1 1 1
  48104   11   -4    9 1 1 1
  48105   12   -4    9 1 1 1
  48106   13   -4    9 1 1 1
  48107   14   -4    9 1 1 1
  48108   15   -4    9 1 1 1
  48109   16   -4    9 1 1 1
